query_table,join_table,join_column,query_set_size,join_set_size,joinability,processed,jsim
8729546-6_0,8729546-6_2,player,18,78,14,False,0.17073170731707318
8729546-6_0,8729546-6_3,player,18,55,13,False,0.21666666666666667
8729546-6_0,8729546-6_4,player,18,56,15,False,0.2542372881355932
8729546-6_0,8729546-6_5,player,18,33,15,False,0.4166666666666667
8729546-6_0,8729546-6_6,player,18,62,5,False,0.06666666666666667
8729546-6_0,8729546-6_7,player,18,58,12,False,0.1875
8729546-6_0,8729546-6_8,player,18,57,13,False,0.20967741935483872
8729546-6_0,8729546-6_9,player,18,73,8,True,0.0963855421686747
23081676-1_0,23081676-1_1,name on the register,18,26,15,False,0.5172413793103449
23081676-1_0,23081676-1_2,name on the register,18,18,8,False,0.2857142857142857
23081676-1_0,23081676-1_3,name on the register,18,8,6,False,0.3
23081676-1_0,23081676-1_4,name on the register,18,22,13,True,0.48148148148148145
3996212-1_0,3996212-1_1,year,8,17,5,False,0.25
3996212-1_0,3996212-1_2,year,8,11,4,False,0.26666666666666666
3996212-1_0,3996212-1_3,year,8,26,3,False,0.0967741935483871
3996212-1_0,3996212-1_4,year,8,6,3,False,0.2727272727272727
3996212-1_0,3996212-1_5,year,8,19,4,False,0.17391304347826086
3996212-1_0,3996212-1_6,year,8,28,4,True,0.125
14879404-2_0,14879404-2_1,name,13,13,5,False,0.23809523809523808
14879404-2_0,14879404-2_2,name,13,28,11,False,0.36666666666666664
14879404-2_0,14879404-2_3,name,13,11,9,False,0.6
31766809-5_0,31766809-5_1,name,20,17,12,False,0.48
31766809-5_0,31766809-5_2,name,20,34,15,False,0.38461538461538464
31766809-5_0,31766809-5_3,name,20,36,7,False,0.14285714285714285
14619742-1_0,14619742-1_1,title,20,65,11,False,0.14864864864864866
14619742-1_0,14619742-1_2,title,20,36,8,False,0.16666666666666666
9309117-1_0,9309117-1_1,athlete,19,20,14,False,0.56
9309117-1_0,9309117-1_2,athlete,19,38,9,False,0.1875
9309117-1_0,9309117-1_3,athlete,19,29,12,False,0.3333333333333333
9309117-1_0,9309117-1_4,athlete,19,40,15,False,0.3409090909090909
9309117-1_0,9309117-1_5,athlete,19,25,7,False,0.1891891891891892
9309117-1_0,9309117-1_6,athlete,19,26,8,False,0.21621621621621623
9309117-1_0,9309117-1_7,athlete,19,38,10,True,0.2127659574468085
25850083-1_0,25850083-1_1,title,48,44,27,False,0.4153846153846154
25850083-1_0,25850083-1_2,title,48,49,39,False,0.6724137931034483
25850083-1_0,25850083-1_3,title,48,38,24,False,0.3870967741935484
25850083-1_0,25850083-1_4,title,48,41,20,False,0.2898550724637681
25850083-1_0,25850083-1_5,title,48,29,14,False,0.2222222222222222
25850083-1_0,25850083-1_6,title,48,41,18,False,0.2535211267605634
25850083-1_0,25850083-1_7,title,48,60,30,False,0.38461538461538464
25850083-1_0,25850083-1_8,title,48,42,29,False,0.47540983606557374
25850083-1_0,25850083-1_9,title,48,48,34,False,0.5483870967741935
25850083-1_0,25850083-1_10,title,48,43,38,True,0.7169811320754716
892306-4_0,892306-4_1,name,19,48,12,False,0.21818181818181817
892306-4_0,892306-4_2,name,19,74,12,False,0.14814814814814814
892306-4_0,892306-4_3,name,19,33,16,False,0.4444444444444444
892306-4_0,892306-4_4,name,19,55,10,True,0.15625
3001143-1_0,3001143-1_1,country,111,115,42,False,0.22826086956521738
25271182-1_0,25271182-1_1,designation,148,204,110,False,0.45454545454545453
25271182-1_0,25271182-1_2,designation,148,166,69,False,0.2816326530612245
25271182-1_0,25271182-1_3,designation,148,110,78,False,0.43333333333333335
25271182-1_0,25271182-1_4,designation,148,164,68,False,0.2786885245901639
25271182-1_0,25271182-1_5,designation,148,116,72,False,0.375
25271182-1_0,25271182-1_6,designation,148,118,49,False,0.22580645161290322
25271182-1_0,25271182-1_7,designation,148,129,108,False,0.6390532544378699
25271182-1_0,25271182-1_8,designation,148,123,105,False,0.6325301204819277
25271182-1_0,25271182-1_9,designation,148,68,54,False,0.3333333333333333
25271182-1_0,25271182-1_10,designation,148,139,57,True,0.24782608695652175
23558161-1_0,23558161-1_1,name,34,62,27,False,0.391304347826087
38281950-4_0,38281950-4_1,preseason jan 26,15,14,8,False,0.38095238095238093
38281950-4_0,38281950-4_2,preseason jan 26,15,24,8,False,0.25806451612903225
38281950-4_0,38281950-4_3,preseason jan 26,15,23,11,False,0.4074074074074074
38281950-4_0,38281950-4_4,preseason jan 26,15,25,7,True,0.21212121212121213
716276-1_0,716276-1_1,name ( hanyu pinyin ),11,14,8,False,0.47058823529411764
14938664-12_0,14938664-12_1,2010 recipient,18,30,7,False,0.17073170731707318
1341522-35_0,1341522-35_1,district,18,21,14,False,0.56
1341522-35_0,1341522-35_2,district,18,17,14,False,0.6666666666666666
1341522-35_0,1341522-35_3,district,18,9,6,False,0.2857142857142857
1341522-35_0,1341522-35_4,district,18,10,8,False,0.4
1341522-35_0,1341522-35_5,district,18,21,11,False,0.39285714285714285
1341522-35_0,1341522-35_6,district,18,21,13,False,0.5
1341522-35_0,1341522-35_7,district,18,13,5,False,0.19230769230769232
1341522-35_0,1341522-35_8,district,18,12,6,False,0.25
1341522-35_0,1341522-35_9,district,18,19,11,False,0.4230769230769231
1341522-35_0,1341522-35_10,district,18,18,14,True,0.6363636363636364
19091812-5_0,19091812-5_1,title,26,55,10,False,0.14084507042253522
15162596-7_0,15162596-7_1,driver,22,24,17,False,0.5862068965517241
15162596-7_0,15162596-7_2,driver,22,15,6,False,0.1935483870967742
15162596-7_0,15162596-7_3,driver,22,13,8,False,0.2962962962962963
15162596-7_0,15162596-7_4,driver,22,10,8,False,0.3333333333333333
15162596-7_0,15162596-7_5,driver,22,28,14,False,0.3888888888888889
15162596-7_0,15162596-7_6,driver,22,21,14,False,0.4827586206896552
15162596-7_0,15162596-7_7,driver,22,10,9,False,0.391304347826087
15162596-7_0,15162596-7_8,driver,22,21,16,False,0.5925925925925926
15162596-7_0,15162596-7_9,driver,22,19,8,True,0.24242424242424243
8699152-1_0,8699152-1_1,name,22,33,11,False,0.25
8699152-1_0,8699152-1_2,name,22,49,14,False,0.24561403508771928
8699152-1_0,8699152-1_3,name,22,53,13,False,0.20967741935483872
8699152-1_0,8699152-1_4,name,22,27,7,False,0.16666666666666666
8699152-1_0,8699152-1_5,name,22,74,8,False,0.09090909090909091
8699152-1_0,8699152-1_6,name,22,49,6,False,0.09230769230769231
8699152-1_0,8699152-1_7,name,22,23,11,False,0.3235294117647059
8699152-1_0,8699152-1_8,name,22,28,15,True,0.42857142857142855
27588823-2_0,27588823-2_1,branding,11,8,4,False,0.26666666666666666
27588823-2_0,27588823-2_2,branding,11,46,9,False,0.1875
27588823-2_0,27588823-2_3,branding,11,21,8,False,0.3333333333333333
27588823-2_0,27588823-2_4,branding,11,32,3,False,0.075
27588823-2_0,27588823-2_5,branding,11,26,5,False,0.15625
27588823-2_0,27588823-2_6,branding,11,26,5,False,0.15625
27588823-2_0,27588823-2_7,branding,11,35,5,False,0.12195121951219512
27588823-2_0,27588823-2_8,branding,11,39,3,False,0.06382978723404255
27588823-2_0,27588823-2_9,branding,11,10,6,False,0.4
27588823-2_0,27588823-2_10,branding,11,14,3,True,0.13636363636363635
34398573-1_0,34398573-1_1,season,13,5,3,False,0.2
34398573-1_0,34398573-1_2,season,13,11,9,False,0.6
39874224-1_0,39874224-1_1,tournament,27,32,19,False,0.475
35508005-4_0,35508005-4_1,name,23,19,10,False,0.3125
35508005-4_0,35508005-4_2,name,23,28,19,False,0.59375
35508005-4_0,35508005-4_3,name,23,42,10,False,0.18181818181818182
35508005-4_0,35508005-4_4,name,23,25,7,False,0.17073170731707318
35508005-4_0,35508005-4_5,name,23,58,18,True,0.2857142857142857
3428936-1_0,3428936-1_1,name,41,26,14,False,0.2641509433962264
3428936-1_0,3428936-1_2,name,41,54,24,False,0.3380281690140845
3428936-1_0,3428936-1_3,name,41,70,22,False,0.24719101123595505
3428936-1_0,3428936-1_4,name,41,44,21,False,0.328125
3428936-1_0,3428936-1_5,name,41,35,18,True,0.3103448275862069
17159291-3_0,17159291-3_1,rider,20,26,10,False,0.2777777777777778
17159291-3_0,17159291-3_2,rider,20,22,14,False,0.5
17159291-3_0,17159291-3_3,rider,20,22,17,False,0.68
17159291-3_0,17159291-3_4,rider,20,18,12,False,0.46153846153846156
17159291-3_0,17159291-3_5,rider,20,24,7,True,0.1891891891891892
19349029-1_0,19349029-1_1,video title,18,26,8,False,0.2222222222222222
35944587-5_0,35944587-5_1,team,12,19,5,False,0.19230769230769232
35944587-5_0,35944587-5_2,team,12,32,5,False,0.1282051282051282
11647944-4_0,11647944-4_1,home team,23,43,20,False,0.43478260869565216
11647944-4_0,11647944-4_2,home team,23,14,12,False,0.48
11647944-4_0,11647944-4_3,home team,23,28,8,False,0.18604651162790697
11647944-4_0,11647944-4_4,home team,23,39,17,True,0.37777777777777777
493233-1_0,493233-1_1,name,40,54,26,False,0.38235294117647056
493233-1_0,493233-1_2,name,40,42,31,False,0.6078431372549019
493233-1_0,493233-1_3,name,40,28,23,False,0.5111111111111111
493233-1_0,493233-1_4,name,40,41,12,False,0.17391304347826086
493233-1_0,493233-1_5,name,40,39,18,False,0.29508196721311475
493233-1_0,493233-1_6,name,40,28,24,False,0.5454545454545454
493233-1_0,493233-1_7,name,40,47,17,False,0.24285714285714285
493233-1_0,493233-1_8,name,40,39,19,True,0.31666666666666665
1145513-1_0,1145513-1_1,name,25,23,16,False,0.5
1145513-1_0,1145513-1_2,name,25,29,18,False,0.5
1145513-1_0,1145513-1_3,name,25,31,8,False,0.16666666666666666
10973044-1_0,10973044-1_1,season,8,24,3,False,0.10344827586206896
3737980-2_0,3737980-2_1,fa cup opposition,6,21,4,False,0.17391304347826086
17521990-2_0,17521990-2_1,rider,11,26,7,False,0.23333333333333334
1439608-4_0,1439608-4_1,indian reserve,14,17,10,False,0.47619047619047616
1439608-4_0,1439608-4_2,indian reserve,14,27,12,False,0.41379310344827586
27234150-1_0,27234150-1_1,team,16,27,13,False,0.43333333333333335
27234150-1_0,27234150-1_2,team,16,17,9,False,0.375
27234150-1_0,27234150-1_3,team,16,11,6,False,0.2857142857142857
27234150-1_0,27234150-1_4,team,16,23,7,False,0.21875
27234150-1_0,27234150-1_5,team,16,20,8,True,0.2857142857142857
5997339-1_0,5997339-1_1,fuel type,21,30,17,False,0.5
5997339-1_0,5997339-1_2,fuel type,21,15,6,False,0.2
5997339-1_0,5997339-1_3,fuel type,21,36,16,False,0.3902439024390244
5997339-1_0,5997339-1_4,fuel type,21,20,6,False,0.17142857142857143
5997339-1_0,5997339-1_5,fuel type,21,21,7,False,0.2
5997339-1_0,5997339-1_6,fuel type,21,33,17,False,0.4594594594594595
5997339-1_0,5997339-1_7,fuel type,21,33,11,True,0.2558139534883721
31022139-1_0,31022139-1_1,team,3,3,2,False,0.5
31022139-1_0,31022139-1_2,team,3,6,3,False,0.5
31022139-1_0,31022139-1_3,team,3,3,2,False,0.5
31022139-1_0,31022139-1_4,team,3,2,1,False,0.25
31022139-1_0,31022139-1_5,team,3,5,3,False,0.6
31022139-1_0,31022139-1_6,team,3,3,1,False,0.2
31022139-1_0,31022139-1_7,team,3,2,1,True,0.25
10325318-5_0,10325318-5_1,rider,14,14,9,False,0.47368421052631576
10325318-5_0,10325318-5_2,rider,14,25,7,False,0.21875
10325318-5_0,10325318-5_3,rider,14,26,8,False,0.25
10325318-5_0,10325318-5_4,rider,14,60,11,False,0.1746031746031746
10325318-5_0,10325318-5_5,rider,14,24,9,False,0.3103448275862069
10325318-5_0,10325318-5_6,rider,14,61,11,False,0.171875
10325318-5_0,10325318-5_7,rider,14,56,12,False,0.20689655172413793
10325318-5_0,10325318-5_8,rider,14,55,12,False,0.21052631578947367
10325318-5_0,10325318-5_9,rider,14,46,8,True,0.15384615384615385
10203791-1_0,10203791-1_1,2010 census,9,10,8,False,0.7272727272727273
14640372-1_0,14640372-1_1,tournament,22,28,16,False,0.47058823529411764
14640372-1_0,14640372-1_2,tournament,22,29,9,False,0.21428571428571427
14640372-1_0,14640372-1_3,tournament,22,33,18,False,0.4864864864864865
13966694-3_0,13966694-3_1,year year,48,35,16,False,0.23880597014925373
13966694-3_0,13966694-3_2,year year,48,70,29,False,0.3258426966292135
16618453-2_0,16618453-2_1,series title,17,26,8,False,0.22857142857142856
16618453-2_0,16618453-2_2,series title,17,7,5,False,0.2631578947368421
16618453-2_0,16618453-2_3,series title,17,20,13,False,0.5416666666666666
16618453-2_0,16618453-2_4,series title,17,25,12,False,0.4
16618453-2_0,16618453-2_5,series title,17,18,13,False,0.5909090909090909
16618453-2_0,16618453-2_6,series title,17,15,9,False,0.391304347826087
16618453-2_0,16618453-2_7,series title,17,26,12,False,0.3870967741935484
16618453-2_0,16618453-2_8,series title,17,17,10,False,0.4166666666666667
16618453-2_0,16618453-2_9,series title,17,18,9,False,0.34615384615384615
16618453-2_0,16618453-2_10,series title,17,17,6,True,0.21428571428571427
7851699-1_0,7851699-1_1,season,6,5,5,False,0.8333333333333334
7851699-1_0,7851699-1_2,season,6,5,3,False,0.375
7851699-1_0,7851699-1_3,season,6,10,5,False,0.45454545454545453
11363353-1_0,11363353-1_1,title,120,83,72,False,0.549618320610687
11363353-1_0,11363353-1_2,title,120,145,94,False,0.5497076023391813
11363353-1_0,11363353-1_3,title,120,174,105,False,0.5555555555555556
11363353-1_0,11363353-1_4,title,120,132,69,False,0.3770491803278688
11363353-1_0,11363353-1_5,title,120,98,56,True,0.345679012345679
33314967-1_0,33314967-1_1,name,21,32,12,False,0.2926829268292683
33314967-1_0,33314967-1_2,name,21,87,15,False,0.16129032258064516
33314967-1_0,33314967-1_3,name,21,75,8,False,0.09090909090909091
33314967-1_0,33314967-1_4,name,21,75,13,False,0.1566265060240964
33314967-1_0,33314967-1_5,name,21,62,10,True,0.136986301369863
7897034-1_0,7897034-1_1,tournament,12,14,4,False,0.18181818181818182
7897034-1_0,7897034-1_2,tournament,12,12,5,False,0.2631578947368421
7897034-1_0,7897034-1_3,tournament,12,38,8,False,0.19047619047619047
7897034-1_0,7897034-1_4,tournament,12,39,5,False,0.10869565217391304
7897034-1_0,7897034-1_5,tournament,12,17,4,False,0.16
7897034-1_0,7897034-1_6,tournament,12,11,7,False,0.4375
7897034-1_0,7897034-1_7,tournament,12,14,5,False,0.23809523809523808
7897034-1_0,7897034-1_8,tournament,12,27,4,False,0.11428571428571428
7897034-1_0,7897034-1_9,tournament,12,39,10,False,0.24390243902439024
7897034-1_0,7897034-1_10,tournament,12,36,10,True,0.2631578947368421
30081500-1_0,30081500-1_1,name name,16,21,7,False,0.23333333333333334
30081500-1_0,30081500-1_2,name name,16,34,4,False,0.08695652173913043
30081500-1_0,30081500-1_3,name name,16,35,7,False,0.1590909090909091
546485-1_0,546485-1_1,lms no.,20,18,16,False,0.7272727272727273
546485-1_0,546485-1_2,lms no.,20,16,13,False,0.5652173913043478
546485-1_0,546485-1_3,lms no.,20,13,10,False,0.43478260869565216
546485-1_0,546485-1_4,lms no.,20,26,14,False,0.4375
546485-1_0,546485-1_5,lms no.,20,16,14,False,0.6363636363636364
546485-1_0,546485-1_6,lms no.,20,28,15,False,0.45454545454545453
546485-1_0,546485-1_7,lms no.,20,19,15,False,0.625
546485-1_0,546485-1_8,lms no.,20,21,10,False,0.3225806451612903
546485-1_0,546485-1_9,lms no.,20,23,7,False,0.19444444444444445
546485-1_0,546485-1_10,lms no.,20,20,17,True,0.7391304347826086
691306-1_0,691306-1_1,season,8,8,3,False,0.23076923076923078
691306-1_0,691306-1_2,season,8,27,6,False,0.20689655172413793
691306-1_0,691306-1_3,season,8,24,4,False,0.14285714285714285
3663132-1_0,3663132-1_1,name,28,77,19,False,0.22093023255813954
3663132-1_0,3663132-1_2,name,28,60,13,False,0.17333333333333334
3663132-1_0,3663132-1_3,name,28,76,15,False,0.16853932584269662
3663132-1_0,3663132-1_4,name,28,74,15,True,0.1724137931034483
36078918-2_0,36078918-2_1,player,8,11,6,False,0.46153846153846156
36078918-2_0,36078918-2_2,player,8,26,5,False,0.1724137931034483
36078918-2_0,36078918-2_3,player,8,31,6,False,0.18181818181818182
36078918-2_0,36078918-2_4,player,8,9,4,False,0.3076923076923077
36078918-2_0,36078918-2_5,player,8,15,4,False,0.21052631578947367
36078918-2_0,36078918-2_6,player,8,16,4,False,0.2
36078918-2_0,36078918-2_7,player,8,6,3,False,0.2727272727272727
36078918-2_0,36078918-2_8,player,8,20,4,False,0.16666666666666666
36078918-2_0,36078918-2_9,player,8,32,4,True,0.1111111111111111
21245330-1_0,21245330-1_1,name on the register,8,28,6,False,0.2
21245330-1_0,21245330-1_2,name on the register,8,24,6,False,0.23076923076923078
21245330-1_0,21245330-1_3,name on the register,8,12,2,False,0.1111111111111111
21245330-1_0,21245330-1_4,name on the register,8,12,6,True,0.42857142857142855
8887136-2_0,8887136-2_1,single single,12,22,5,False,0.1724137931034483
8887136-2_0,8887136-2_2,single single,12,12,3,False,0.14285714285714285
8887136-2_0,8887136-2_3,single single,12,17,4,False,0.16
8887136-2_0,8887136-2_4,single single,12,19,7,False,0.2916666666666667
8887136-2_0,8887136-2_5,single single,12,18,9,False,0.42857142857142855
8887136-2_0,8887136-2_6,single single,12,26,7,False,0.22580645161290322
8887136-2_0,8887136-2_7,single single,12,28,5,False,0.14285714285714285
8887136-2_0,8887136-2_8,single single,12,32,9,False,0.2571428571428571
8887136-2_0,8887136-2_9,single single,12,11,3,True,0.15
24435196-6_0,24435196-6_1,crater,18,41,8,False,0.1568627450980392
24435196-6_0,24435196-6_2,crater,18,44,15,False,0.3191489361702128
24435196-6_0,24435196-6_3,crater,18,37,8,False,0.1702127659574468
24435196-6_0,24435196-6_4,crater,18,37,12,False,0.27906976744186046
24435196-6_0,24435196-6_5,crater,18,29,5,False,0.11904761904761904
24435196-6_0,24435196-6_6,crater,18,37,14,False,0.34146341463414637
24435196-6_0,24435196-6_7,crater,18,52,7,False,0.1111111111111111
24435196-6_0,24435196-6_8,crater,18,58,13,False,0.20634920634920634
24435196-6_0,24435196-6_9,crater,18,45,15,True,0.3125
11389879-3_0,11389879-3_1,player,20,33,8,False,0.17777777777777778
11389879-3_0,11389879-3_2,player,20,20,8,False,0.25
11389879-3_0,11389879-3_3,player,20,16,12,False,0.5
11389879-3_0,11389879-3_4,player,20,31,7,True,0.1590909090909091
39729307-11_0,39729307-11_1,player,14,14,9,False,0.47368421052631576
39729307-11_0,39729307-11_2,player,14,14,6,False,0.2727272727272727
39729307-11_0,39729307-11_3,player,14,11,5,False,0.25
39729307-11_0,39729307-11_4,player,14,17,6,False,0.24
39729307-11_0,39729307-11_5,player,14,18,11,False,0.5238095238095238
39729307-11_0,39729307-11_6,player,14,24,11,False,0.4074074074074074
39729307-11_0,39729307-11_7,player,14,10,5,True,0.2631578947368421
5618381-1_0,5618381-1_1,name,10,11,6,False,0.4
5618381-1_0,5618381-1_2,name,10,13,6,False,0.35294117647058826
5618381-1_0,5618381-1_3,name,10,10,5,False,0.3333333333333333
5618381-1_0,5618381-1_4,name,10,33,8,False,0.22857142857142856
5618381-1_0,5618381-1_5,name,10,32,6,False,0.16666666666666666
5618381-1_0,5618381-1_6,name,10,8,6,True,0.5
15396987-1_0,15396987-1_1,title,24,31,12,False,0.27906976744186046
15396987-1_0,15396987-1_2,title,24,22,7,False,0.1794871794871795
15396987-1_0,15396987-1_3,title,24,31,17,False,0.4473684210526316
15396987-1_0,15396987-1_4,title,24,24,7,False,0.17073170731707318
15396987-1_0,15396987-1_5,title,24,32,11,False,0.24444444444444444
15396987-1_0,15396987-1_6,title,24,41,21,False,0.4772727272727273
15396987-1_0,15396987-1_7,title,24,17,8,True,0.24242424242424243
3068070-1_0,3068070-1_1,name,48,42,27,False,0.42857142857142855
3068070-1_0,3068070-1_2,name,48,49,42,False,0.7636363636363637
3068070-1_0,3068070-1_3,name,48,46,32,False,0.5161290322580645
3068070-1_0,3068070-1_4,name,48,46,17,False,0.22077922077922077
3068070-1_0,3068070-1_5,name,48,52,36,False,0.5625
3068070-1_0,3068070-1_6,name,48,44,15,True,0.19480519480519481
6103856-1_0,6103856-1_1,name,48,62,26,False,0.30952380952380953
6103856-1_0,6103856-1_2,name,48,79,31,False,0.3229166666666667
20999408-9_0,20999408-9_1,location,14,21,11,False,0.4583333333333333
20999408-9_0,20999408-9_2,location,14,11,9,False,0.5625
20999408-9_0,20999408-9_3,location,14,16,9,False,0.42857142857142855
20999408-9_0,20999408-9_4,location,14,19,12,False,0.5714285714285714
20999408-9_0,20999408-9_5,location,14,14,12,False,0.75
20999408-9_0,20999408-9_6,location,14,21,12,False,0.5217391304347826
20999408-9_0,20999408-9_7,location,14,17,8,False,0.34782608695652173
20999408-9_0,20999408-9_8,location,14,16,8,True,0.36363636363636365
24094785-1_0,24094785-1_1,name,359,396,129,False,0.20607028753993611
24094785-1_0,24094785-1_2,name,359,372,240,False,0.48879837067209775
24094785-1_0,24094785-1_3,name,359,484,301,False,0.5553505535055351
24094785-1_0,24094785-1_4,name,359,435,218,False,0.3784722222222222
24094785-1_0,24094785-1_5,name,359,406,145,False,0.23387096774193547
24094785-1_0,24094785-1_6,name,359,294,255,False,0.6407035175879398
24094785-1_0,24094785-1_7,name,359,326,235,True,0.5222222222222223
7233082-2_0,7233082-2_1,season,19,29,13,False,0.37142857142857144
7233082-2_0,7233082-2_2,season,19,43,10,False,0.19230769230769232
7233082-2_0,7233082-2_3,season,19,27,9,False,0.24324324324324326
7233082-2_0,7233082-2_4,season,19,48,14,True,0.2641509433962264
13219645-2_0,13219645-2_1,date,17,20,5,False,0.15625
170982-1_0,170982-1_1,title,17,17,13,False,0.6190476190476191
170982-1_0,170982-1_2,title,17,11,6,False,0.2727272727272727
170982-1_0,170982-1_3,title,17,14,7,False,0.2916666666666667
170982-1_0,170982-1_4,title,17,14,12,False,0.631578947368421
170982-1_0,170982-1_5,title,17,19,9,False,0.3333333333333333
170982-1_0,170982-1_6,title,17,16,12,False,0.5714285714285714
170982-1_0,170982-1_7,title,17,20,9,True,0.32142857142857145
8604264-1_0,8604264-1_1,name,32,71,11,False,0.11956521739130435
8604264-1_0,8604264-1_2,name,32,49,17,False,0.265625
8604264-1_0,8604264-1_3,name,32,49,12,False,0.17391304347826086
8604264-1_0,8604264-1_4,name,32,80,14,False,0.14285714285714285
8604264-1_0,8604264-1_5,name,32,81,27,False,0.313953488372093
8604264-1_0,8604264-1_6,name,32,61,19,True,0.25675675675675674
19386604-1_0,19386604-1_1,name,28,45,18,False,0.32727272727272727
19386604-1_0,19386604-1_2,name,28,36,9,False,0.16363636363636364
19386604-1_0,19386604-1_3,name,28,17,9,False,0.25
19386604-1_0,19386604-1_4,name,28,31,17,False,0.40476190476190477
19386604-1_0,19386604-1_5,name,28,34,15,False,0.3191489361702128
19386604-1_0,19386604-1_6,name,28,89,20,True,0.20618556701030927
29174951-1_0,29174951-1_1,name,7,34,4,False,0.10810810810810811
29174951-1_0,29174951-1_2,name,7,25,2,False,0.06666666666666667
29174951-1_0,29174951-1_3,name,7,12,4,False,0.26666666666666666
29174951-1_0,29174951-1_4,name,7,23,5,False,0.2
29174951-1_0,29174951-1_5,name,7,26,5,False,0.17857142857142858
29174951-1_0,29174951-1_6,name,7,24,5,False,0.19230769230769232
29174951-1_0,29174951-1_7,name,7,25,6,True,0.23076923076923078
19630222-1_0,19630222-1_1,season,23,41,9,False,0.16363636363636364
19630222-1_0,19630222-1_2,season,23,22,12,False,0.36363636363636365
28278872-1_0,28278872-1_1,player,23,25,19,False,0.6551724137931034
28278872-1_0,28278872-1_2,player,23,14,11,False,0.4230769230769231
25955149-1_0,25955149-1_1,country country,15,15,10,False,0.5
25955149-1_0,25955149-1_2,country country,15,35,6,False,0.13636363636363635
25955149-1_0,25955149-1_3,country country,15,44,13,False,0.2826086956521739
25955149-1_0,25955149-1_4,country country,15,19,11,False,0.4782608695652174
25955149-1_0,25955149-1_5,country country,15,22,10,False,0.37037037037037035
25955149-1_0,25955149-1_6,country country,15,13,9,True,0.47368421052631576
23215543-1_0,23215543-1_1,date,22,25,7,False,0.175
23215543-1_0,23215543-1_2,date,22,30,11,False,0.2682926829268293
23215543-1_0,23215543-1_3,date,22,37,14,False,0.3111111111111111
23215543-1_0,23215543-1_4,date,22,21,8,False,0.22857142857142856
23215543-1_0,23215543-1_5,date,22,44,14,True,0.2692307692307692
12122304-1_0,12122304-1_1,men's singles,14,35,10,False,0.2564102564102564
12122304-1_0,12122304-1_2,men's singles,14,19,10,False,0.43478260869565216
12122304-1_0,12122304-1_3,men's singles,14,26,6,False,0.17647058823529413
12122304-1_0,12122304-1_4,men's singles,14,34,7,False,0.17073170731707318
12122304-1_0,12122304-1_5,men's singles,14,35,11,False,0.2894736842105263
12122304-1_0,12122304-1_6,men's singles,14,30,9,True,0.2571428571428571
5338093-5_0,5338093-5_1,ngc number,31,63,9,False,0.10588235294117647
5338093-5_0,5338093-5_2,ngc number,31,55,24,False,0.3870967741935484
5338093-5_0,5338093-5_3,ngc number,31,39,21,False,0.42857142857142855
5338093-5_0,5338093-5_4,ngc number,31,31,24,False,0.631578947368421
5338093-5_0,5338093-5_5,ngc number,31,62,22,True,0.30985915492957744
7661826-1_0,7661826-1_1,country,12,27,9,False,0.3
8631873-1_0,8631873-1_1,name,57,68,42,False,0.5060240963855421
8631873-1_0,8631873-1_2,name,57,36,31,False,0.5
13679477-3_0,13679477-3_1,driver,12,14,5,False,0.23809523809523808
13679477-3_0,13679477-3_2,driver,12,30,10,False,0.3125
13679477-3_0,13679477-3_3,driver,12,13,6,False,0.3157894736842105
13679477-3_0,13679477-3_4,driver,12,20,4,True,0.14285714285714285
3060155-1_0,3060155-1_1,name,46,56,36,False,0.5454545454545454
3060155-1_0,3060155-1_2,name,46,41,30,False,0.5263157894736842
3060155-1_0,3060155-1_3,name,46,32,21,False,0.3684210526315789
3060155-1_0,3060155-1_4,name,46,41,27,False,0.45
3060155-1_0,3060155-1_5,name,46,71,38,False,0.4810126582278481
3060155-1_0,3060155-1_6,name,46,59,32,False,0.4383561643835616
3060155-1_0,3060155-1_7,name,46,76,30,False,0.32608695652173914
3060155-1_0,3060155-1_8,name,46,47,24,True,0.34782608695652173
8572345-1_0,8572345-1_1,name,32,74,17,False,0.19101123595505617
8572345-1_0,8572345-1_2,name,32,70,10,False,0.10869565217391304
34782004-1_0,34782004-1_1,population centre,8,21,6,False,0.2608695652173913
34782004-1_0,34782004-1_2,population centre,8,20,5,False,0.21739130434782608
34782004-1_0,34782004-1_3,population centre,8,22,3,False,0.1111111111111111
34782004-1_0,34782004-1_4,population centre,8,17,3,False,0.13636363636363635
34782004-1_0,34782004-1_5,population centre,8,10,6,False,0.5
34782004-1_0,34782004-1_6,population centre,8,26,6,False,0.21428571428571427
34782004-1_0,34782004-1_7,population centre,8,19,3,True,0.125
14568280-1_0,14568280-1_1,country country country,4,7,3,False,0.375
28472787-1_0,28472787-1_1,gymnast gymnast,10,20,3,False,0.1111111111111111
28472787-1_0,28472787-1_2,gymnast gymnast,10,13,7,False,0.4375
28472787-1_0,28472787-1_3,gymnast gymnast,10,31,3,False,0.07894736842105263
28472787-1_0,28472787-1_4,gymnast gymnast,10,8,5,False,0.38461538461538464
28472787-1_0,28472787-1_5,gymnast gymnast,10,13,8,False,0.5333333333333333
28472787-1_0,28472787-1_6,gymnast gymnast,10,19,5,False,0.20833333333333334
28472787-1_0,28472787-1_7,gymnast gymnast,10,37,8,False,0.20512820512820512
28472787-1_0,28472787-1_8,gymnast gymnast,10,20,6,True,0.25
16666000-8_0,16666000-8_1,club,8,19,6,False,0.2857142857142857
16666000-8_0,16666000-8_2,club,8,11,4,False,0.26666666666666666
