_id,ltable_id,rtable_id,label,ltable_name,ltable_brand,ltable_size,ltable_price,rtable_name,rtable_brand,rtable_size,rtable_price
2581,altosight_158,altosight_421,0,carte sdxc sandisk ext+ 128go uhs 1 classe 10,sandisk,128.0,80.4,"carte mã©moire microsdhc sandisk ultra plus 32 go, classe 10, vitesse de lecture allant jusqu'ã  80 mo/s + adaptateur sd",sandisk,32.0,19.99
2582,altosight_525,altosight_530,0,clã© usb sandisk glide 128 gb 3.0 (4194551),sandisk,128.0,64.9,disque dur ssd sony sony ssd externe 256 go,sony,256.0,159.9
2583,altosight_242,altosight_737,0,toshiba exceria pro n101 64gb sd memory card 260 mb/s 4k hd - thn-n101k0640e6,toshiba,64.0,137.66,shop samsung 32-inch flat hd led tv series 5 ua32n5000 black online in egypt,samsung,,3199.0
2584,altosight_118,altosight_669,0,"toshiba - u201 64gb usb 2.0 verde, color blanco unidad flash usb en fnac.es",toshiba,64.0,,clã© usb sandisk cruzer glide 3.0 32 go\n,sandisk,32.0,22.02
2585,altosight_217,altosight_235,0,"pendrive de 32 gb - lexar jumpdrive v30 ljdv30-32gabeu, usb 2.0",lexar,32.0,,"kingston technology dt101g2/32gb datatraveler 101 g2 32 gb usb flash drive, purple",kingston,32.0,17.39
2586,altosight_168,altosight_358,0,lexar 8gb 300x premium ii sdhc card,lexar,8.0,10.0,"toshiba 32 gb exceria pro 32gb sdhc uhs clase 3 memoria flash - tarjeta de memoria (32 gb, sdhc, clase 3, 260 mb/s, 240 mb/s, uhs)",toshiba,32.0,76.67
2587,altosight_516,altosight_669,0,carte sd lexar premium series sdhc 8 go - sd 300x 8gb (4116020),lexar,8.0,7.9,clã© usb sandisk cruzer glide 3.0 32 go\n,sandisk,32.0,22.02
2588,altosight_129,altosight_771,0,sandisk sdhc 32 gb extreme pro 1867x | sd (secure digital) | memorie | foto de angelis,sandisk,16.0,81.9,"kingston ultimate sdhc 16gb, uhs-i/class 10 (sda10/16gb)",kingston,16.0,14.99
2589,altosight_060,altosight_212,0,kingston hyperx savage 512gb usb 3.0,kingston,512.0,949.0,"pendrive 32gb toshiba transmemory white, usb 2.0, blanco",toshiba,8.0,
2590,altosight_561,altosight_726,0,kingston data traveler 101 g2 32 gb fialovã½ - flashdisk,kingston,32.0,408.0,pny attachã© 4 - usb-flashstation - 8 gb\n,pny,8.0,8.02
2591,altosight_404,altosight_714,0,lexar ljds25-64gabeu jumpdrive s25 64go usb 3.0 flash drive violet,lexar,64.0,32.17,sandisk ultra plus sdhc / sdxc geheugenkaart 64 gb 80 mb/s,sandisk,64.0,29.99
2592,altosight_023,altosight_078,0,clã© usb lexar jumpdrive s25 32gb (4110331),lexar,32.0,22.9,kingston ultimate - carte mã©moire flash - 16 go - sdhc,kingston,16.0,
2593,altosight_211,altosight_241,0,"pendrive 16gb sony usm16ca1, usb 3.0, micro-usb, plateado",sony,16.0,,toshiba exceria pro n101 32gb sd memory card 260 mb/s - thn-n101k0320e6,toshiba,32.0,62.84
2594,altosight_019,altosight_711,0,carte sd lexar premium series sdhc 8 go - sd 300x 8gb (4116020),lexar,8.0,7.9,"toshiba exceria pro n101, 64 gb",toshiba,64.0,184.95
2595,altosight_304,altosight_611,0,kingston sda10/16gb uhs-i sdhc/sdxc sd-karte klasse 10 speicherkarte,kingston,16.0,17.05,sandisk - usb dual drive ultra type c 16gb&nbsp;,sandisk,16.0,19.99
2596,altosight_389,altosight_538,0,"toshiba thnv32osusil(8 - memoria usb 3.0 de 32 gb, color plata",toshiba,32.0,24.52,clã© usb lexar 16gb jumpdrive v30 16go usb 2.0 type a blanc lecteur usb flash (mk1289619889),lexar,16.0,12.94
2597,altosight_547,altosight_748,0,carte sd sandisk carte extreme pro sdhc 16 go 280 mo/s classe 10 uhs-ii u3 (mk935585202),sandisk,16.0,66.06,shop samsung galaxy a30 dual sim black 64gb 4g lte online in egypt,samsung,,3700.0
2598,altosight_112,altosight_487,0,sony unidad flash usb alta velocidad (8 gb) usm8gqx - pendrive / memoria usb en fnac.es,sony,8.0,,lexar cle usb jumpdrive s70 16gb,lexar,16.0,10.9
2599,altosight_636,altosight_803,0,lexar jumpdrive s25 memoria usb 3.0 64 gb violeta fnac.es lexar,lexar,64.0,29.95,tesco direct: sony 32gb sdhc memory card black,sony,32.0,27.0
2600,altosight_352,altosight_381,0,lexar jumpdrive s25 32gb usb 3.0 flash drive ljds25-32gabeu (verde),lexar,32.0,,lexar p20 128gb usb 3.0 jumpdrive - ljdp20-128crbeu,lexar,128.0,108.9
2601,altosight_309,altosight_606,0,"toshiba 64gb microsdhc 64gb microsd uhs-i class 10 speicherkarte - speicherkarten (microsd, uhs-i, class 10, ipx7, schwarz, wasserfest, rã¶ntgenstrahlenbestã¤ndig)",toshiba,64.0,46.87,sandisk microsdhc (4gb),sandisk,4.0,5.99
2602,altosight_330,altosight_413,0,samsung pro micro sdxc 128gb class 10 speicherkarte,samsung,128.0,,"carte mã©moire sdxc sandisk ultra plus 64 go, classe 10,sandisk,sdsdusc-064g-gn6in",sandisk,64.0,44.99
2603,altosight_316,altosight_735,0,lexar platinum ii 300x 8gb sdhc u1 speicherkarte - lsd8gbbbeu300,lexar,8.0,7.99,sandisk ultra plus microsdxc 128 gb 80 mb / seconde uhs-i geheugenkaart met sd-adapter\n,sandisk,128.0,80.04
2604,altosight_201,altosight_709,0,"toshiba sdhc exceria pro 64gb, silber",toshiba,64.0,54.95,"toshiba exceria pro n401, 128 gb",toshiba,128.0,89.95
2605,altosight_050,altosight_170,0,accessoires montres / bracelets connectã©s sandisk ultra android microsdhc 32g,sandisk,32.0,23.49,lexar 8gb 300x premium ii sdhc card,lexar,8.0,11.99
2606,altosight_104,altosight_187,0,memoria usb lexar jumpdrive s70 16gb pendrive en fnac.es,lexar,16.0,,karta pami?ci samsung 128gb microsdxc pro mb,samsung,128.0,369.0
2607,altosight_054,altosight_507,0,carte sd sandisk sandisk 8go classe 4 sd secure digital sdhc,sandisk,8.0,6.99,sandisk ultra plus class 10 sd memory card - 32 gb,sandisk,32.0,29.99
2608,altosight_020,altosight_767,0,carte micro sd samsung msd evo plus 16gb (4225090),samsung,16.0,12.99,usb key 32 gb 2 yr wrnty sony achat dans le rayon clã©s usb usb 2.0,sony,32.0,19.04
2609,altosight_210,altosight_220,0,"pendrive de 16 gb - lexar jumpdrive v30 ljdv30-16gabeu, usb 2.0",lexar,16.0,,tarjeta sdhc sandisk 8gb,sandisk,8.0,
2610,altosight_391,altosight_775,0,"carte mã©moire sdxc sandisk ultra plus 64 go, classe 10",sandisk,64.0,37.99,"intenso rainbow line, usb-stick, usb 2.0, 4 gb",intenso,4.0,6.49
2611,altosight_038,altosight_546,0,clã© usb kingston kingston clã© usb 16 go datatraveler g2 101 (mk1574653819),kingston,16.0,14.61,disque dur ssd samsung samsung disque dur usb3.0 externe t3 1to ssd,samsung,1024.0,334.0
2612,altosight_170,altosight_208,0,lexar 8gb 300x premium ii sdhc card,lexar,8.0,11.99,"lexar jumpdrive s25 64gb 64gb usb 3.0 pãºrpura, color blanco unidad fl",lexar,64.0,
2613,altosight_292,altosight_604,0,toshiba exceria pro n401 64gb sd memory card 95 mb/s 4k hd - thn-n401s0640e4,toshiba,64.0,40.92,toshiba hayabusa usb 2.0 (8gb) weiã,toshiba,8.0,12.95
2614,altosight_064,altosight_350,0,sony - sf8u (sdhc 8gb classe 6)&nbsp;,sony,8.0,9.99,"kingston datatraveler se9 g2 - memoria 8gb usb 3.0, plateado",kingston,8.0,
2615,altosight_378,altosight_471,0,"lexar 8gb jumpdrive v10 4gb usb 2.0 tipo a azul unidad flash usb - memoria usb (4 gb, usb 2.0, tipo a, azul, win, mac)",lexar,8.0,18.8,"toshiba scheda di memoria sdxc 128gb, exceria, 90mb/s, classe 10, u3",toshiba,128.0,
2616,altosight_152,altosight_416,0,lexar jumpdrive c20m 128gb,lexar,128.0,59.99,kingston carte microsd action camera uhs-i u3 pour gopro & drones - sdcac/16go avec adaptateur sd,kingston,16.0,
2617,altosight_158,altosight_580,0,carte sdxc sandisk ext+ 128go uhs 1 classe 10,sandisk,128.0,80.4,"toshiba exceria pro m401 micro sdhc kort 16 gb - minneskort, usb-minne",toshiba,16.0,179.0
2618,altosight_008,altosight_429,0,sandisk ultra performance class 10 microsd memory card - 32 gb,sandisk,32.0,29.99,sandisk scheda di memoria microsdhc 4 gb classe 4 con adattatore sd,sandisk,4.0,
2619,altosight_257,altosight_679,0,sandisk sdsdunc-016g sdhc ultra plus uhs-i class_10,sandisk,16.0,13.18,sony compact slim hd-sl1 - disque dur - 1 to - usb 3.0\n,sony,1024.0,109.0
2620,altosight_405,altosight_496,0,lexar ljds25-32gabeu jumpdrive s25 32go usb 3.0 flash drive vert,lexar,32.0,20.29,pendrive 16gb usb2.0 intenso basic line negro,intenso,16.0,6.1
2621,altosight_041,altosight_560,0,"clã© usb lexar jumpdrive c20c 128gb 128gb usb 3.0 (3.1 gen 1) type-a/type-c noir, argent lecteur usb flash (mk1008030400)",lexar,128.0,76.72,kingston usb 512gb hx savage - usb flash disk,kingston,512.0,8199.0
2622,altosight_014,altosight_167,0,karta pami?ci sandisk microsdhc 16gb extreme pro 95mb/s c10 uhs-i + adapter sd,sandisk,16.0,103.0,"toshiba transmemory u202, 128 gb",toshiba,128.0,28.99
2623,altosight_631,altosight_650,0,kingston - carte mã©moire flash - 16 go - microsdhc uhs-i,kingston,16.0,,memoria samsung microsdxc pro clase 10 128gb + adaptador,samsung,128.0,112.99
2624,altosight_452,altosight_641,0,"lexar p20 32go usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar media inc,ljdp20-32gcrbeu,drive,flash,lexar,usb",lexar,32.0,42.91,intenso 16gb basic usb2.0 - pendrive / memoria usb mercado actual intenso,intenso,16.0,8.99
2625,altosight_583,altosight_725,0,samsung microsd evo plus 16gb,samsung,16.0,44.99,sandisk extreme - usb-flashstation - 16 gb\n,sandisk,16.0,
2626,altosight_719,altosight_797,0,sony sdhc 8gb class 10 uhs-i,sony,8.0,350.0,tesco direct: lexar jumpdrive v30 32 gb usb 2.0 flash drive - green,lexar,32.0,16.33
2627,altosight_165,altosight_326,0,"sandisk cruzer&reg; glide&trade; usb flash-laufwerk, 256 gb",sandisk,256.0,79.99,toshiba thn-n101k1280e6 128gb exceria pro n101 sd karte,toshiba,128.0,
2628,altosight_414,altosight_501,0,toshiba transmemory u302 8 go usb 3.0 noir,toshiba,8.0,12.32,sandisk ultra performance class 10 microsd memory card - 32 gb,sandisk,32.0,29.99
2629,altosight_577,altosight_633,0,sandisk ultra dual usb-c 3.1 flash drive 64 gb - diverse mobiltillbehã¶r,sandisk,64.0,349.0,clã© usb sandisk glide 128 gb 3.0,sandisk,128.0,
2630,altosight_014,altosight_273,0,karta pami?ci sandisk microsdhc 16gb extreme pro 95mb/s c10 uhs-i + adapter sd,sandisk,16.0,103.0,intenso basic line 3503470 16gb usb 2.0 flash drive,intenso,16.0,8.03
2631,altosight_613,altosight_798,0,sony microsdxc 128 gb uhs-i u3 class 10 + sd adapter,sony,128.0,164.5,tesco direct: pny attach 4 8gb usb 2.0 type-a black flash drive,pny,8.0,
2632,altosight_618,altosight_766,0,clã© micro-usb lexar jumpdrive c20m 128 go,lexar,128.0,,achat mã©moire ultra plus 32 go 80mo/s sandisk dans le rayon carte sd,sandisk,32.0,34.99
2633,altosight_177,altosight_405,0,"samsung galaxy a50 dual sim, 128 gb, 4g lte, white",samsung,,4530.0,lexar ljds25-32gabeu jumpdrive s25 32go usb 3.0 flash drive vert,lexar,32.0,20.29
2634,altosight_420,altosight_539,0,"carte mã©moire microsdhc sandisk ultra plus 32 go, classe 10, vitesse de lecture allant jusqu'ã  80 mo/s + adaptateur sd",sandisk,32.0,19.99,"clã© usb lexar 32gb jumpdrive v30 32go usb 2.0 type a vert, blanc lecteur usb flash (mk1344856649)",lexar,32.0,19.87
2635,altosight_051,altosight_114,0,accessoires montres / bracelets connectã©s sandisk ultra android microsdhc 32g,sandisk,32.0,26.48,lexar jumpdrive p20 32gb - pendrive / memoria usb en fnac.es,lexar,32.0,
2636,altosight_283,altosight_712,0,sandisk sdcz880-256g-g46 cruzer extreme drive,sandisk,256.0,178.17,"toshiba sdhc exceria pro 64gb, silber",toshiba,64.0,59.95
2637,altosight_217,altosight_330,0,"pendrive de 32 gb - lexar jumpdrive v30 ljdv30-32gabeu, usb 2.0",lexar,32.0,,samsung pro micro sdxc 128gb class 10 speicherkarte,samsung,128.0,
2638,altosight_068,altosight_127,0,lexar - jumpdrive v10 8gb&nbsp;,lexar,8.0,6.99,lexar sdhc 8 gb 300x classe 10 | sd (secure digital) | memorie | foto de angelis,lexar,8.0,12.0
2639,altosight_606,altosight_786,0,sandisk microsdhc (4gb),sandisk,4.0,5.99,tesco direct: kingston 8gb datatraveler se9 g2 usb 3.0 flash drive,kingston,8.0,7.89
2640,altosight_171,altosight_176,0,lexar xqd 32gb x1400 professional xqd  - xqd - karty pami?ci - no?niki pami?ci - produkty,lexar,32.0,239.0,"samsung galaxy a30 dual sim - 64gb, 4gb ram, 4g lte, black",samsung,,3400.0
2641,altosight_314,altosight_551,0,"lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar media inc,ljdp20-32gcrbeu",lexar,32.0,42.55,pendrive lexar jumpdrive c20m usb 3.1 32 gb con cable plata/negro/azul,lexar,32.0,32.9
2642,altosight_030,altosight_175,0,clã© usb sony clã© otg 16go usm16ca1 type c et usb 3.1 (4190041),sony,16.0,29.99,"samsung galaxy a20 dual sim - 32gb, 3gb ram, 4g lte, black",samsung,,2555.0
2643,altosight_302,altosight_761,0,intenso basic line 16 gb usb-stick usb 2.0 silber-schwarz,intenso,16.0,,mã©moire 32gb jumpdrive c20m lexar achat dans le rayon clã©s usb usb 3.1,lexar,32.0,21.05
2644,altosight_159,altosight_237,0,cle usb sandisk 16go usb3,sandisk,16.0,30.0,"lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar media inc,ljdp20-32gcrbeu",lexar,32.0,27.81
2645,altosight_178,altosight_750,0,"samsung galaxy a7 2018 dual sim - 128gb, 4gb ram, 4g lte, gold",samsung,,4950.0,shop samsung galaxy a50 dual sim white 128gb 4g lte online in egypt,samsung,,4599.0
2646,altosight_015,altosight_431,0,"wysokiej jako?ci karta pami?ci microsd sr-ux2a, ktã³ra zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybã³w zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4k lub full hd (xavc s), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. szybki odczyt wynosz?cy 95 mb/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. w zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera.",sony,128.0,229.0,kingston dt101g2 datatraveler memoria usb portatile 32768 mb,kingston,32.0,
2647,altosight_005,altosight_654,0,lexar xqd 32gb x1400 professional xqd +kupon premium -50% na ab fotoksi??k? - abfoto,lexar,32.0,329.0,memoria toshiba exceria microsdxc clase 10 uhs-i class 3 16gb,toshiba,64.0,6.99
2648,altosight_015,altosight_279,0,"wysokiej jako?ci karta pami?ci microsd sr-ux2a, ktã³ra zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybã³w zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4k lub full hd (xavc s), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. szybki odczyt wynosz?cy 95 mb/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. w zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera.",sony,128.0,229.0,lexar jumpdrive c20m 128 gb micro-usb flash drive,lexar,128.0,43.75
2649,altosight_330,altosight_444,0,samsung pro micro sdxc 128gb class 10 speicherkarte,samsung,128.0,,"toshiba scheda di memoria microsdxc, 64gb - exceria - 95mb/s - uhs-i - u3",toshiba,64.0,49.0
2650,altosight_433,altosight_495,0,"sony sf8u scheda sd hc, uhs-i, classe 10, 8 gb, nero",sony,8.0,,pen drive kingston dt101g2/32gb hi-speed usb 2.0 (25),kingston,32.0,13.8
2651,altosight_304,altosight_537,0,kingston sda10/16gb uhs-i sdhc/sdxc sd-karte klasse 10 speicherkarte,kingston,16.0,17.05,clã© usb kingston kingston clã© usb 16 go datatraveler g2 101 (mk1574653819),kingston,16.0,14.71
2652,altosight_168,altosight_363,0,lexar 8gb 300x premium ii sdhc card,lexar,8.0,10.0,"toshiba 128gb sdxc 128gb sdxc uhs clase 3 memoria flash - tarjeta de memoria (128 gb, sdxc, clase 3, 260 mb/s, 150 mb/s, uhs)",toshiba,128.0,
2653,altosight_013,altosight_771,0,karta pami?ci lexar xqd 32 gb x1400 pro,lexar,32.0,289.0,"kingston ultimate sdhc 16gb, uhs-i/class 10 (sda10/16gb)",kingston,16.0,14.99
2654,altosight_806,altosight_810,0,tesco direct: sony sf16n4 16 gb sdhc,sony,16.0,15.46,tesco direct: toshiba 32 gb exceria pro 32gb sdhc uhs class 3 memory card,toshiba,32.0,84.54
2655,altosight_097,altosight_185,0,lexar jumpdrive s25  memoria usb 3.0 16 gb verde en fnac.es,lexar,16.0,11.99,sandisk ultra usb 3.0 fit 128gb usb stick,sandisk,128.0,69.0
2656,altosight_012,altosight_162,0,"pny attache 4 usb 2.0 memory stick - 128 gb, black",pny,128.0,21.99,"intenso 3503470 basic line 16 gb, usb-stick, usb 2.0, 16 gb",intenso,16.0,7.99
2657,altosight_241,altosight_677,0,toshiba exceria pro n101 32gb sd memory card 260 mb/s - thn-n101k0320e6,toshiba,32.0,62.84,intenso premium line 64gb usb 3.0 (3534490)\n,intenso,64.0,41.15
2658,altosight_184,altosight_272,0,"samsung grand prime plus dual sim - 8gb, 1.5gb ram, 4g lte, silver",samsung,,2399.0,intenso 3502450 4gb rainbow usb 2.0 flash drive - transparent blue,intenso,4.0,8.28
2659,altosight_609,altosight_740,0,kingston sdhc class 4 (4gb) speicherkarte,kingston,4.0,9.99,shop samsung galaxy a10 dual sim black 32gb 4g lte online in egypt,samsung,,2039.0
2660,altosight_375,altosight_476,0,"sandisk cruzer glide 256gb usb 2.0 tipo a negro, rojo unidad flash usb - memoria usb (256 gb, usb 2.0, tipo a, deslizar, negro, rojo, 0 - 45 â°c)",sandisk,256.0,,8gb micro sdhc class 10 uhs-i 45r flash card single pack w/o adapter,kingston,8.0,11.99
2661,altosight_327,altosight_372,0,"hyperx savage hxs3/512 gb usb-stick usb 3.0 schwarz/rot bis zu 350mb/sek r, 250mb/sek w",kingston,512.0,222.47,"sandisk,sandisk,sandisk unidad flash - memoria flash usb doble sandisk ultra de 64 gb con usb 3.1 type-c,sandisk,sdddc2-064g-g46",sandisk,64.0,31.51
2662,altosight_183,altosight_717,0,"samsung galaxy s10 dual sim - 128gb, 8gb, 4g lte, prism white",samsung,,12999.0,sony sdhc 16gb class 4,sony,16.0,590.0
2663,altosight_229,altosight_816,0,"sony 8gb sdhc secure digital flash memory card - performance series class 10 uhs-1 (read 90mb/s) - sf8u,sony,can985",sony,8.0,14.4,"lexar jumpdrive s70 16gb usb 2.0 tipo-a grigio, arancione unitã  flash usb",lexar,16.0,19.9
2664,altosight_215,altosight_629,0,"pendrive de 16gb - lexar jumpdriveâ® s25 , usb 3.0, 130mb/s, blanco y a",lexar,16.0,10.0,toshiba exceria pro - carte mã©moire flash - 128 go - sdxc uhs-ii,toshiba,128.0,
2665,altosight_223,altosight_630,0,"sony micro vault mach usm32gqx drive,sony,usm32gqx/b",sony,32.0,38.3,lexar jumpdrive s70 clã© usb 2.0 16 go gris ljds70-16gabeu,lexar,16.0,
2666,altosight_191,altosight_494,0,karta toshiba microsdhc 32gb uhs,toshiba,32.0,119.0,memoria usb pny attache 128gb,pny,128.0,33.65
2667,altosight_581,altosight_706,0,kingston sdhc class 10 uhs-i 16gb,kingston,16.0,24.99,intenso rainbow line - usb-stick - 4 gb - blau,intenso,4.0,7.95
2668,altosight_021,altosight_103,0,carte micro sd sandisk extreme plus micro sdhc 16 go - msd 16gb ext plus v2 (4144520),sandisk,16.0,46.32,memoria usb lexar jumpdrive c20c 128 gb en fnac.es,lexar,128.0,79.99
2669,altosight_133,altosight_292,0,intenso 3502450 rainbow line usb-stick 4 gb,intenso,4.0,5.49,toshiba exceria pro n401 64gb sd memory card 95 mb/s 4k hd - thn-n401s0640e4,toshiba,64.0,40.92
2670,altosight_272,altosight_376,0,intenso 3502450 4gb rainbow usb 2.0 flash drive - transparent blue,intenso,4.0,8.28,"intenso basic line 3503470 - memoria usb 2.0 (16 gb), color negro y plateado",intenso,16.0,7.96
2671,altosight_380,altosight_787,0,"lexar lsd8gbbbeu300 - tarjeta de memoria sd premium de 8 gb (con hasta 45 mb/s, clase 10, velocidad de 300x)",lexar,8.0,11.9,tesco direct: kingston datatraveler 101 64gb g2 usb 20 flash drive green,kingston,64.0,21.0
2672,altosight_322,altosight_453,0,lexar ljdc20m-128bbeuk jumpdrive c20m micro-usb-flash-laufwerk 128gb,lexar,128.0,53.61,lexar jumpdrive s25 16gb usb 3.0 flash drive ljds25-16gabeu (teal),lexar,16.0,10.01
2673,altosight_245,altosight_736,0,kingston - flash memory card - 128 gb - uhs class 3 / class10 - sdxc uhs-i,kingston,128.0,54.41,sandisk ultra plus microsdxc 64 gb 80 mb / seconde uhs-i geheugenkaart met sd-adapter\n,sandisk,64.0,50.04
2674,altosight_108,altosight_382,0,memoria usb toshiba transmemory u202 usb 2.0 128gb en fnac.es,toshiba,128.0,39.99,lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,37.64
2675,altosight_214,altosight_815,0,"pendrive 8gb toshiba transmemory u202 white, usb 2.0, blanco (mod.refe",toshiba,8.0,,lexar 8gb jumpdrive v10 8gb usb 2.0 tipo-a blu unitã  flash usb,lexar,128.0,8.99
2676,altosight_133,altosight_583,0,intenso 3502450 rainbow line usb-stick 4 gb,intenso,4.0,5.49,samsung microsd evo plus 16gb,samsung,16.0,44.99
2677,altosight_037,altosight_309,0,clã© usb kingston cl&amp;amp;eacute; usb 64go kingston datatraveler dti g4 - sous blister,kingston,64.0,19.89,"toshiba 64gb microsdhc 64gb microsd uhs-i class 10 speicherkarte - speicherkarten (microsd, uhs-i, class 10, ipx7, schwarz, wasserfest, rã¶ntgenstrahlenbestã¤ndig)",toshiba,64.0,46.87
2678,altosight_134,altosight_797,0,intenso 3503470 basic line 16 gb usb-stick 16 gb,intenso,16.0,7.99,tesco direct: lexar jumpdrive v30 32 gb usb 2.0 flash drive - green,lexar,32.0,16.33
2679,altosight_266,altosight_323,0,toshiba exceria pro n401 32gb sd memory card 95 mb/s 4k hd - thn-n401s0320e4,toshiba,32.0,21.99,lexar ljdc20c-128bbeuk jumpdrive c20c usb type-c-flash-laufwerk 128gb,lexar,128.0,65.52
2680,altosight_208,altosight_678,0,"lexar jumpdrive s25 64gb 64gb usb 3.0 pãºrpura, color blanco unidad fl",lexar,64.0,,sony compact slim hd-sl1 - disque dur - 1 to - usb 3.0\n,sony,1024.0,109.0
2681,altosight_516,altosight_768,0,carte sd lexar premium series sdhc 8 go - sd 300x 8gb (4116020),lexar,8.0,7.9,usb key 32 gb 2 yr wrnty sony achat dans le rayon clã©s usb usb 2.0,sony,32.0,19.22
2682,altosight_389,altosight_393,0,"toshiba thnv32osusil(8 - memoria usb 3.0 de 32 gb, color plata",toshiba,32.0,24.52,"carte mã©moire sdxc sandisk ultra plus 64 go, classe 10",sandisk,64.0,37.99
2683,altosight_215,altosight_472,0,"pendrive de 16gb - lexar jumpdriveâ® s25 , usb 3.0, 130mb/s, blanco y a",lexar,16.0,10.0,"pny attachã© 4 2.0 128gb 128gb usb 2.0 usb type-a connector black usb flash drive - usb flash drives (128 gb, 2.0, usb type-a connector, 25 mb/s, slide, black),pny,fd128att4-ef",pny,128.0,39.0
2684,altosight_404,altosight_547,0,lexar ljds25-64gabeu jumpdrive s25 64go usb 3.0 flash drive violet,lexar,64.0,32.17,carte sd sandisk carte extreme pro sdhc 16 go 280 mo/s classe 10 uhs-ii u3 (mk935585202),sandisk,16.0,66.06
2685,altosight_127,altosight_293,0,lexar sdhc 8 gb 300x classe 10 | sd (secure digital) | memorie | foto de angelis,lexar,8.0,12.0,toshiba exceria sdhc 32 gb uhs-i (u3 - up to 95mb/s read) flash memory card: toshiba,toshiba,32.0,29.42
2686,altosight_216,altosight_346,0,"pendrive de 32gb lexar jumpdriveâ® s25, usb 3.0, 130mb/s (mod.referenci",lexar,32.0,,toshiba sd-xpro32uhs2 - tarjeta de memoria de 32 gb,toshiba,32.0,112.91
2687,altosight_455,altosight_769,0,"toshiba 32 gb exceria pro 32gb sdhc uhs class 3 memory card - memory cards (32 gb, sdhc, class 3, 260 mb/s, 240 mb/s, uhs)",toshiba,32.0,76.67,usb3.0 key machqx 32gb 5ywarr sony achat dans le rayon clã©s usb usb 3.0,sony,32.0,54.59
2688,altosight_045,altosight_472,0,clã© usb toshiba thn-u202w1280e4 128go usb 2.0 type a blanc lecteur usb flash (mk1725168789),toshiba,128.0,39.77,"pny attachã© 4 2.0 128gb 128gb usb 2.0 usb type-a connector black usb flash drive - usb flash drives (128 gb, 2.0, usb type-a connector, 25 mb/s, slide, black),pny,fd128att4-ef",pny,128.0,39.0
2689,altosight_364,altosight_375,0,kingston sdc10g2/8gb - tarjeta microsd de 8gb (clase 10 uhs-i 45mb/s) con adaptador sd,kingston,8.0,,"sandisk cruzer glide 256gb usb 2.0 tipo a negro, rojo unidad flash usb - memoria usb (256 gb, usb 2.0, tipo a, deslizar, negro, rojo, 0 - 45 â°c)",sandisk,256.0,
2690,altosight_171,altosight_437,0,lexar xqd 32gb x1400 professional xqd  - xqd - karty pami?ci - no?niki pami?ci - produkty,lexar,32.0,239.0,kingston scheda sd professionale sda10/16gb uhs-i sdhc/sdxc di classe 10 - 16gb,kingston,16.0,14.39
2691,altosight_441,altosight_649,0,"toshiba scheda di memoria sdhc 32 gb, exceria pro, 260 mb/s, uhs-ii, u1",toshiba,32.0,111.82,lexar sdhc 8gb premium uhs-i 300x,lexar,8.0,13.99
2692,altosight_155,altosight_625,0,sandisk cruzer glide 32 gb,sandisk,32.0,19.99,toshiba exceria pro - carte mã©moire flash - 32 go - sdhc uhs-ii,toshiba,32.0,
2693,altosight_026,altosight_620,0,clã© usb lexar v30 32gb usb 2.0 (4169425),lexar,32.0,11.9,clã© usb3.0 lexar jumpdrive p20 128 go noir,lexar,128.0,
2694,altosight_105,altosight_560,0,memoria usb sandisk extreme usb 3.0 flash drive 16 gb pendrive en fnac.es,sandisk,16.0,,kingston usb 512gb hx savage - usb flash disk,kingston,512.0,8199.0
2695,altosight_354,altosight_569,0,lexar jumpdrive s25 16gb usb 3.0 flash drive ljds25-16gabeu (teal),lexar,16.0,11.73,toshiba exceria n302 sdxc kort 128 gb - minneskort till kamera,toshiba,128.0,699.0
2696,altosight_491,altosight_762,0,sony micro sd serie ux 128gb r95/w70 cl 10 expert,sony,128.0,,mã©moire 32gb jumpdrive c20m lexar achat dans le rayon clã©s usb usb 3.1,lexar,32.0,22.58
