_id,name,address,year,agency,source,counselor,amount,status
funding_04668,"Associazioni Siciliane Unite de New York, Inc.","208 Avenue S Brooklyn, NY 11223",2012,DYCD,Local,Recchia,4000.0,Cleared
funding_04669,"Associazioni Siciliane Unite de New York, Inc.","208 Avenue S Brooklyn, NY 11223",2012,DYCD,Youth,Gentile,7000.0,Cleared
funding_04670,"Associazioni Siciliane Unite de New York, Inc.","208 Avenue S Brooklyn, NY 11725",2013,DYCD,Local,Recchia,4000.0,Pending
funding_04671,"Associazioni Siciliane Unite de New York, Inc.","208 Avenue S Brooklyn, NY 11223",2013,DYCD,Youth,Gentile,5000.0,Cleared
funding_04672,"Holy Unity Day Care Center, Inc.","167-10 37 Av Jamaica, NY 11434",2012,DYCD,Local,Wills,7500.0,Pending
funding_04673,"Dyker Heights Athletic Association, Inc.","8201 13th Avenue Brooklyn, NY 11228",2011,DYCD,Youth,Gentile,4000.0,Cleared
funding_04674,"Dyker Heights Athletic Association, Inc.","co St Bernadette Rectory Brooklyn, NY 11228",2013,DYCD,Youth,Gentile,3500.0,Cleared
funding_04675,"Christopher Rose Community Empowerment Campaign, Inc.","772 Vermont Street Brooklyn, NY 11207",2011,DYCD,Youth,Barron,5214.0,Cleared
funding_04676,"Christopher Rose Community Empowerment Campaign, Inc.","772 Vermont Street Brooklyn, NY 11207",2011,DOHMH,Infant Mortality Reduction,,18606.94,Cleared
funding_04677,"Christopher Rose Community Empowerment Campaign, Inc.","637 Hegeman Ave Brooklyn, NY 11207",2012,DYCD,Youth,Barron,5214.0,Cleared
funding_04678,Christopher Rose Community Empowerment Campaign,"772 Vermont Street Brooklyn, NY 11207",2012,DOHMH,Infant Mortality Reduction Initiative,,18607.0,Cleared
funding_04679,"Christopher Rose community Empowerment Campaign, Inc.","637 Hegeman Ave Brooklyn, NY 11207",2012,DYCD,Youth,Williams,5000.0,Cleared
funding_04680,Christopher Rose Community Empowerment Campaign,"772 Vermont Street Brooklyn, NY 11207",2013,DOHMH,Infant Mortality Reduction,,20757.0,Pending
funding_04681,"Christopher Rose Community Empowerment Campaign, Inc.","772 Vermont Street Brooklyn, NY 11207-7009",2013,DYCD,Youth,Barron,5214.0,Cleared
funding_04682,Agape Tabernacle International Fellowship,"8712 Glenwood Road Brooklyn, NY 11236",2012,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Cleared
funding_04683,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2010,DCA,CASA,Gonzalez,20000.0,Pending
funding_04684,Groundswell Community Mural Project,"339 Douglass Street, #4 Brooklyn, NY 11217",2011,DYCD,Youth,Lander,3500.0,Cleared
funding_04685,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2011,DYCD,Youth,Gonzalez,5000.0,Cleared
funding_04686,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2011,DCA,Local,James,5000.0,Cleared
funding_04687,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2011,DCA,Local,Recchia,5000.0,Cleared
funding_04688,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2011,DYCD,Youth,Levin,7000.0,Cleared
funding_04689,Groundswell Community Mural Project,"540 President Street 1A Brooklyn, NY 11215",2012,DCA,Local,Gonzalez,5000.0,Cleared
funding_04690,Groundswell Community Mural Project,"540 President Street 1A Brooklyn, NY 11215",2012,DYCD,Youth,Lander,7500.0,Cleared
funding_04691,Groundswell Community Mural Project,"540 President Street 1A Brooklyn, NY 11215 ",2012,DYCD,Youth,Levin,5000.0,Cleared
funding_04692,Groundswell Community Mural Project,"540 President Street, 1A Brooklyn, NY 11215",2012,DCA,Cultural After-School Adventure (CASA) ,James,20000.0,Cleared
funding_04693,Groundswell Community Mural Project,"339 Douglass Street Brooklyn, NY 11217",2012,DCA,Cultural After-School Adventure (CASA) ,Lander,20000.0,Cleared
funding_04694,Groundswell Community Mural Project,"540 President Street 1A Brooklyn, NY 11215",2012,DYCD,Youth,Lander,3000.0,Cleared
funding_04695,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DCLA,Local,Gonzalez,5000.0,Cleared
funding_04696,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DCLA,Local,Mealy,3500.0,Cleared
funding_04697,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DYCD,Local,James,3500.0,Pending
funding_04698,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DYCD,Youth,Lander,3500.0,Cleared
funding_04699,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DYCD,Youth,Levin,4500.0,Cleared
funding_04700,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DYCD,Youth,James,7500.0,Cleared
funding_04701,Groundswell Community Mural Project,"540 President Street Brooklyn, NY 11215",2013,DYCD,Youth,Lander,10000.0,Cleared
funding_04702,"Nia Theatrical Production Company, Inc.","138 South Oxford Street Brooklyn, NY 11217",2011,DYCD,Youth,James,9000.0,Cleared
funding_04703,"Nia Theatrical Production Company, Inc.","138 South Oxford Street Brooklyn, NY 11217",2011,DYCD,Local,Vann,5000.0,Cleared
funding_04704,"Nia Theatrical Production Company, Inc.","138 South Oxford Street Brooklyn, NY 11217",2011,DYCD,Local,Mealy,61500.0,Cleared
funding_04705,"Nia Theatrical Production Company, Inc.","138 South Oxford Street Brooklyn NY, NY 11217-1694",2012,DCA,Local,James,3000.0,Cleared
funding_04706,"Nia Theatrical Production Company, Inc.","138 south oxford st brooklyn, NY 11217-1694",2012,DYCD,Local,Mealy,30000.0,Cleared
funding_04707,"Nia Theatrical Production Company, Inc.","138 South Oxford Street Brooklyn NY, NY 11217-1694",2012,DCA,Local,Vann,5000.0,Cleared
funding_04708,"Nia Theatrical Production Company, Inc.","138 South Oxford St Brooklyn, NY 11217-1694",2013,DCLA,Local,Vann,5000.0,Cleared
funding_04709,"Nia Theatrical Production Company, Inc.","138 south Oxford St Brooklyn, NY 11217-1694",2013,DCLA,Local,Mealy,10000.0,Cleared
funding_04710,"Nia Theatrical Production Company, Inc.","138 South Oxford St Brooklyn, NY 11217-1694",2013,DYCD,Local,James,3500.0,Pending
funding_04711,North Brooklyn Coalition Against Family Violence,"256 Broadway Brooklyn, NY 11211",2011,MISC,DoVE,,62500.0,Cleared
funding_04712,North Brooklyn Coalition Against Family Violence,"256 Broadway Brooklyn, NY 11211",2012,OCJC,Local,Reyna,10000.0,Cleared
funding_04713,North Brooklyn Coalition Against Family Violence,"256 Broadway Brooklyn, NY 11211",2012,MISC,Domestic Violence and Empowerment (DoVE) Initiative,,62000.0,Cleared
funding_04714,North Brooklyn Coalition Against Family Violence,"256 Broadway Brooklyn, NY 11211",2013,OCJC,Domestic Violence and Empowerment (DoVE Initiative,,62000.0,Pending
funding_04715,"Society for Haitian Research, Inc.","1786 Nostrand Avenue Brooklyn, NY 11226",2011,DYCD,Local,Eugene,4000.0,Cleared
funding_04716,"Society for Haitian Research, Inc.","1786 Nostrand Avvenue Brooklyn, NY 11226",2012,DYCD,Youth,Eugene,5000.0,Cleared
funding_04717,"Society for Haitian Research, Inc.","1786 Nostrand Ave Brooklyn, NY 11226",2013,DYCD,Local,Williams,5000.0,Pending
funding_04718,"Society for Haitian Research, Inc.","1786 Nostrand Ave Brooklyn, NY 11226",2013,DYCD,Youth,Eugene,5000.0,Cleared
funding_04719," 75th Street Block Association, Inc.","60-52 75th Street Middle Village, NY 11379",2011,DYCD,Local,Crowley,1000.0,Cleared
funding_04720,"   75th Street Block Association, Inc.","60-52 75th Street Middle Village, NY 11379",2012,DYCD,Local,Crowley,1000.0,Cleared
funding_04721,"  75th Street Block Association, Inc.","60-52 75th Street Middle Village, NY 11379",2013,DYCD,Local,Crowley,1000.0,Pending
funding_04722,New York Families for Autistic Children,"95-16 Pitkin Avenue Ozone Park, NY 11417",2010,DOHMH,Autism Awareness,,66400.0,Pending
funding_04723,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417",2011,DOHMH,Local,Koslowitz,3500.0,Cleared
funding_04724,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417",2011,DYCD,Youth,Ulrich,10000.0,Cleared
funding_04725,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417",2011,DOHMH,Autism Awareness,,49800.0,Cleared
funding_04726,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417-2834",2012,DOHMH,Local,Crowley,5000.0,Cleared
funding_04727,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417-2834",2012,DYCD,Youth,Ulrich,10000.0,Cleared
funding_04728,"New York Families for Autistic Children, Inc.","95-16 Pitkin Avenue Ozone Park, NY 11417",2012,DOHMH,Autism Awareness,,49800.0,Cleared
funding_04729,"New York Families for Autistic Children, Inc.",,2013,DOHMH,Local,Ulrich,10000.0,Pending
funding_04730,"Schenectady Avenue Block Association, Inc.","1299 Schenectady Avenue Brooklyn, NY 11203",2011,DYCD,Youth,Williams,3500.0,Pending
funding_04731,"Bobbi and the Strays, Inc.","107-57 100 Street Ozone Park, NY 11417",2011,DYCD,Boro,Crowley,1000.0,Cleared
funding_04732,"Bobbi and the Strays, Inc.","107-57 100 Street Ozone Park, NY 11417",2011,DYCD,Youth,Ulrich,5000.0,Cleared
funding_04733,"Bobbi and the Strays, Inc.","107-57 100th St Ozozne Park, NY 11417",2012,DYCD,Local,Ulrich,5000.0,Cleared
funding_04734,"Bobbi and the Strays, Inc.","107-57 100th St Ozozne Park, NY 11417",2012,DYCD,Local,Crowley,5000.0,Cleared
funding_04735,"Bobbi and the Strays, Inc.","107-57 100th St Ozone Park, NY 11417",2013,DYCD,Boro,Ulrich,7857.0,Cleared
funding_04736,Bobbi and the Strays Inc,"107-57 100th St Ozone Park, NY 11417",2013,DYCD,Local,Crowley,2500.0,Cleared
funding_04737,"Bobbi and the Strays, Inc.","107-57 100th St Ozone Park, NY 11417",2013,DYCD,Local,Ulrich,5000.0,Cleared
funding_04738,Dorothy Bennett Mercy Center,"273 Willoughby Ave Brooklyn, NY 11205-1418",2012,DFTA,Aging,James,10000.0,Cleared
funding_04739,"River Fund NY, The ","89-11 Lefferts Blvd. Jamaica, NY 11434",2012,DYCD,Food Pantries-DYCD,Queens,5000.0,Cleared
funding_04740,"River Fund New York Inc., The","89-11 Lefferts Blvd Richmond Hill, NY",2013,DYCD,Boro,Wills,5000.0,Cleared
funding_04741,"Fractured Atlas Productions, Inc.","248 West 35th Street, Suite 1202 New York, NY 10001",2011,DCA,Local,Levin,4500.0,Cleared
funding_04742,"Fractured Atlas Productions, Inc.","248 West 35th Street, Suite 1202 New York, NY 10001",2011,DCA,Local,Quinn,5000.0,Cleared
funding_04743,"Fractured Atlas Productions, Inc.","248 West 35th Street, Suite 1202 New York, NY 10001",2011,DCA,Local,Recchia,33000.0,Cleared
funding_04744,"Fractured Atlas Productions, Inc.","248 West 35th Street 10th Floor New York, NY 10001",2012,DCA,Local,Lander,5000.0,Cleared
funding_04745,"Fractured Atlas Productions, Inc.","248 West 35th St New York, NY 10001-2505",2012,DCA,Local,Levin,4000.0,Cleared
funding_04746,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505",2012,DCA,Local,Quinn,5000.0,Cleared
funding_04747,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505",2012,DCA,Local,Recchia,25000.0,Cleared
funding_04748,"Fractured Atlas Productions, Inc.","123 East 110th Street New York, NY",2013,DCLA,Local,Dickens,7500.0,Cleared
funding_04749,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505 ",2013,DCLA,Local,Dickens,3500.0,Cleared
funding_04750,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505",2013,DCLA,Local,Levin,3500.0,Pending
funding_04751,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505",2013,DCLA,Local,Quinn,5000.0,Cleared
funding_04752,"Fractured Atlas Productions, Inc.","248 W 35th St New York, NY 10001-2505",2013,DCLA,Local,Recchia,11000.0,Cleared
funding_04753,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DFTA,Aging,Ulrich,10000.0,Pending
funding_04754,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DFTA,Local,Comrie,5000.0,Pending
funding_04755,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DYCD,Local,Comrie,5000.0,Pending
funding_04756,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DYCD,Youth,Ulrich,5000.0,Pending
funding_04757,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DFTA,Aging,"White, Jr",8000.0,Pending
funding_04758,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2011,DFTA,Local,"White, Jr",10000.0,Pending
funding_04759,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Ave South Ozone Park, NY 11420-2407",2012,DFTA,Aging,Ulrich,0.0,CBO Defunded
funding_04760,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2012,DFTA,Aging,Wills,0.0,CBO Defunded
funding_04761,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Ave South Ozone Park, NY 11420-2407",2012,DFTA,Local,Comrie,0.0,CBO Defunded
funding_04762,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2012,DCA,Local,Comrie,0.0,CBO Defunded
funding_04763,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2012,DYCD,Youth,Ulrich,0.0,CBO Defunded
funding_04764,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2010,DFTA,Transportation - Operating Costs,,6100.48,Pending
funding_04765,"United Hindu Cultural Council of USA, North America, Inc.","118-09 Sutter Avenue South Ozone Park, NY 11420",2010,DFTA,Transportation - Operating Costs,,6100.48,Pending
funding_04766,New Haven Ministries,"130-05 101st Ave Richmond Hill, NY 11419",2012,DYCD,Youth,Wills,8000.0,Cleared
funding_04767,New Haven Ministries,"130-05 101 Avenue Richmond Hill, NY 11419",2013,DYCD,Local,Wills,6000.0,Pending
funding_04768,"New York State Chapter of National Association Minority Contractors, Inc.","63 Flushing Avenue Brooklyn, NY 11205",2011,DSBS,MWBE Leadership Association,,50000.0,Cleared
funding_04769,"New York State Chapter of National Association Minority Contractors, Inc.","63 Flushing Avenue Brooklyn, NY 11205",2012,DSBS,MWBE Leadership Association,,43950.0,Cleared
funding_04770,Brooklyn Evolution Development Corporation,"2410 Glenwood Road Brooklyn, NY 11210",2012,DYCD,Youth,Williams,3500.0,Pending
funding_04771,Mosad Harim Levin,"324 Ave I Brooklyn, NY 11230",2011,DYCD,Youth,Greenfield,10000.0,Pending
funding_04772,"Nativity BVM Youth Basketball League, Inc.","101-41 91st Street Ozone Park, NY 11416",2011,DYCD,Youth,Ulrich,5000.0,Cleared
funding_04773,"Sacred Music Choral of Richmond Hill, Inc.","85-09 114th Street Richmond Hill, NY 11418",2011,DYCD,Local,Crowley,2000.0,Cleared
funding_04774,"Sacred Music Choral of Richmond Hill, Inc.","86-20 114th Street Richmond Hill, NY 11418-1302",2012,DYCD,Local,Crowley,2000.0,Cleared
funding_04775,Albany Houses Tenant Association,"162 Troy Avenue #1A Brooklyn, NY 11213",2011,MISC,Local,Vann,1000.0,Government
funding_04776,Albany Houses Tenant Association,"162 Troy Avenue #1A Brooklyn, NY 11213",2012,NYCHA,Local,Vann,1000.0,Cleared
funding_04777,Congregation Yeshiva Madreigas Haadam ,"69-13 172nd Street FLushing, NY 11365",2011,DYCD,Youth,Gennaro,15000.0,Pending
funding_04778,Congregation Yeshiva Madreigas Haadam ,"69-13 172 St Flushing, NY 11365",2013,DYCD,Youth,Gennaro,6000.0,Cleared
funding_04779," 77th Precinct Community Council, Inc.","127 Utica Avenue Brooklyn, NY 11213",2011,DFTA,Local,James,3000.0,Cleared
funding_04780," 77th Precinct Community Council, Inc.","127 Utica Avenue Brooklyn, NY 11213",2011,DFTA,Aging,James,5000.0,Cleared
funding_04781,"  77th Precinct Community Council, Inc.",,2013,DYCD,Local,James,3500.0,Pending
funding_04782,"Jericho Road, Inc.","130 Watkins Street Brooklyn, NY 11212",2011,MISC,DoVE,,31250.0,Pending
funding_04783,"Jericho Road, Inc.","130 Watkins Street Brooklyn, NY 11212",2012,DYCD,Local,Mealy,10000.0,Cleared
funding_04784,"Jericho Road, Inc.","130 Watkins Street Brooklyn, NY 11212",2012,MISC,Domestic Violence and Empowerment (DoVE) Initiative,,31250.0,Cleared
funding_04785,"Jericho Road, Inc.","130 Watkins Street Brooklyn, NY 11212",2013,DYCD,Local,Mealy,10000.0,Pending
funding_04786,"Jericho Road, Inc.","130 Watkins Street Brooklyn, NY 11212",2013,OCJC,Domestic Violence and Empowerment (DoVE Initiative,,31250.0,Pending
funding_04787,"Doing It the Wright Way, Inc.","200-07 Hollis Avenue St. Albans, NY 11412",2011,DYCD,Youth,"White, Jr",5500.0,Cleared
funding_04788,"Doing It the Wright Way, Inc.","109-27 202 Street St Albans, NY 11412",2012,DYCD,Youth,Comrie,3500.0,Cleared
funding_04789,"Doing It the Wright Way, Inc.","109-27 202 St Saint Albans, NY 11412",2013,DYCD,Youth,Comrie,3500.0,Pending
funding_04790,"Emergency Medical Rescue of New York City, Inc.","Post Office Box 116 Howard Beach, NY 11414-0116",2012,DOHMH,Local,Ulrich,3000.0,Cleared
funding_04791,"Emergency Medical Rescue of New York City, Inc.","Post Office Box 116 Howard Beach, NY 11414-0116",2013,DOHMH,Local,Ulrich,3000.0,Pending
funding_04792,Neighbors Allied for Good Growth,"110 Kent Avenue, 2nd Floor Brooklyn, NY 11211",2011,DYCD,Local,Levin,5000.0,Cleared
funding_04793,Neighbors Allied for Good Growth,"110 Kent Ave 2nd floor Brooklyn, NY 11211",2012,DYCD,Local,Levin,4000.0,Cleared
funding_04794,Neighbors Allied for Good Growth,"110 Kent Ave Brooklyn, NY 11249-2812",2013,DYCD,Local,Levin,3500.0,Cleared
funding_04795,Neighbors Allied for Good Growth Inc,"110 Kent Ave Brooklyn, NY 11249-2812",2013,HPD,Local,CC,43500.0,Pending
funding_04796,"Bethel of Praise Ministries, Inc. ","631 New York Avenue Brooklyn, NY 11203",2011,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Pending
funding_04797,"Bonei Olam, Inc.","1755 46th Street Brooklyn, NY 11204",2011,DOHMH,Local,Greenfield,5000.0,Cleared
funding_04798,Borough Park Jewish Community Council,,2010,DYCD,IOI,Brooklyn,25000.0,Pending
funding_04799,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2011,DFTA,Aging,Lander,13750.0,Cleared
funding_04800,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2011,DYCD,Local,CC,25000.0,Cleared
funding_04801,Boro Park Jewish Community Council,"4608 13th Avenue Brooklyn, NY 11219",2011,DYCD,IOI,Brooklyn,25000.0,Cleared
funding_04802,Boro Park Jewish Community Council,"4912 14th Ave 3rd Floor Brooklyn, NY 11219",2012,DFTA,Aging,Lander,13750.0,Cleared
funding_04803,Boro Park Jewish Community Council,"4912 14tg Ave 3rd Floor Brooklyn, NY 11219",2012,DFTA,Local,CC,25000.0,Cleared
funding_04804,Boro Park Jewish Community Council,"4912 14th Ave 3rd Floor Brooklyn, NY 11219",2012,DYCD,Local,Greenfield,5000.0,Cleared
funding_04805,Boro Park Jewish Community Council,"4608 13th Avenue Brooklyn, NY 11219",2012,DYCD,Immigrant Opportunities Initiative,Brooklyn,30000.0,Cleared
funding_04806,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2013,DFTA,Aging,Lander,13750.0,Pending
funding_04807,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2013,DFTA,Local,CC,25000.0,Pending
funding_04808,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2013,DYCD,Local,Greenfield,10000.0,Cleared
funding_04809,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2013,DYCD,Local,Gonzalez,3500.0,Cleared
funding_04810,Boro Park Jewish Community Council,"4912 14th Avenue Brooklyn, NY 11219",2013,DYCD,Local,Recchia,35000.0,Cleared
funding_04811,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2011,DYCD,Local,Mealy,10000.0,Cleared
funding_04812,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2012,DYCD,Local,Comrie,5000.0,Cleared
funding_04813,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2012,DYCD,Local,Mealy,15000.0,Cleared
funding_04814,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2012,DYCD,Local,Rose,5000.0,Cleared
funding_04815,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2013,DYCD,Local,Comrie,5000.0,Cleared
funding_04816,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2013,DYCD,Local,Mealy,10000.0,Cleared
funding_04817,Neighborhood Technical Assistance Clinic,"544 MacDonough Street Brooklyn, NY 11233",2013,DYCD,Local,Rose,5000.0,Pending
funding_04818,"Greater Brooklyn Health Coalition, Inc.","885 Flatbush Avenue Brooklyn, NY 11226",2011,DOHMH,Infant Mortality Reduction,,29156.93,Cleared
funding_04819,Greater Brooklyn Health Coalition,"885 Flatbush Avenue Brooklyn, NY 11226",2012,DOHMH,Infant Mortality Reduction Initiative,,29157.0,Cleared
funding_04820,Greater Brooklyn Health Coalition,"885 Flatbush Avenue Brooklyn, NY 11226",2013,DOHMH,Infant Mortality Reduction,,29157.0,Pending
funding_04821,Bein-Ish,"1514-55th st Brooklyn, NY 11219",2012,DYCD,Youth,Lander,3500.0,Cleared
funding_04822,Asian-American Coalition for Education,"211-17 46 road Bayside, NY 11361",2012,DYCD,Local,Koo,4000.0,Cleared
funding_04823,"LP Fam's Youth Organization, Inc.","109-48 128th Street South Ozone Park, NY 11420",2011,DYCD,Youth,"White, Jr",8500.0,Cleared
funding_04824,"LP Fam's Youth Organization, Inc.","109-48 128 Street South Ozone Park, NY 11420",2012,DYCD,Youth,Wills,6000.0,Cleared
funding_04825,"LP Fam's Youth Organization, Inc.","109-48 128 Street South Ozone Park, NY 11420",2012,DYCD,Youth,Wills,1000.0,Cleared
funding_04826,"LP Fam's Youth Organization, Inc.","109-48 128 Street South Ozone Park, NY 11420",2013,DYCD,Local,Wills,6000.0,Pending
funding_04827,"Mothers Aligned Saving Kids (MASK), Inc.","2566 Nostrand Avenue Brooklyn, NY 11210",2011,DYCD,Youth,Lander,15000.0,Cleared
funding_04828,"Mothers Aligned Saving Kids (MASK), Inc.","1431 East 12th Street Brooklyn, NY 11230",2012,DYCD,Youth,Lander,12000.0,Cleared
funding_04829,"Mothers Aligned Saving Kids (MASK, Inc.)","1431 East 12th STreet Brooklyn, NY 11230",2013,DYCD,Local,Recchia,3500.0,Pending
funding_04830,"Mothers Aligned Saving Kids (MASK, Inc.)","1431 East 12th STreet Brooklyn, NY 11230",2013,DYCD,Local,Greenfield,3500.0,Pending
funding_04831,"Mothers Aligned Saving Kids (MASK, Inc.)","1431 East 12th STreet Brooklyn, NY 11230",2013,DYCD,Youth,Lander,12000.0,Pending
funding_04832,"Mothers Aligned Saving Kids (MASK, Inc.)","1431 East 12th STreet Brooklyn, NY 11230 ",2013,DYCD,Youth,Nelson,3500.0,Pending
funding_04833,"Voelker Orth Museum, The","149-19 38th Avenue Flushing, NY 11354-4839",2012,DYCD,Local,Halloran,3500.0,Cleared
funding_04834,"Voelker Orth Museum, The","149-19 38th Avenue Flushing, NY 11354",2013,DCLA,Local,Koo,5000.0,Pending
funding_04835,"Voelker Orth Museum, The","Voelker Orth Museum Flushing, NY 11354",2013,DCLA,Local,Halloran,1000.0,Pending
funding_04836,"Despers USA Steel Orchestra, Inc.","621 Classon Ave Brooklyn, NY 11216",2012,DCA,Local,James,0.0,CBO Defunded
funding_04837,"Philippine Forum, Inc.","40-21 69th Street Woodside, NY 11377",2010,DYCD,Food Pantries,Queens,5000.0,Pending
funding_04838,"Philippine Forum, Inc.","40-21 69th Street Woodside, NY 11377",2011,DYCD,Boro,Van Bramer,5000.0,Cleared
funding_04839,"Philippine Forum, Inc.","40-21 69th Street Woodside, NY 11377",2011,DYCD,Food Pantries,Queens,5000.0,Cleared
funding_04840,"Philippine Forum, Inc.","40-21 69th Street Woodside, NY 11377",2012,DYCD,Food Pantries-DYCD,Queens,5000.0,Pending
funding_04841,"Philippine Forum, Inc.","40-21 69TH STREET WOODSIDE, NY 11377",2012,DYCD,Local,Comrie,0.0,CBO Defunded
funding_04842,"Philippine Forum, Inc.","40-21 69TH STREET WOODSIDE, NY 11377",2012,DYCD,Local,Dromm,3500.0,Cleared
funding_04843,"Philippine Forum, Inc.","40-21 69TH STREET WOODSIDE, NY 11377",2012,DYCD,Local,Van Bramer,3500.0,Cleared
funding_04844,"Philippine Forum, Inc.","40-21 69th Street New York, NY 11377-3877",2013,DYCD,Local,Van Bramer,3500.0,Pending
funding_04845,"Maspeth Chamber of Commerce, Inc.","POBox 780265 Maspeth, NY 11378-0265",2012,DSBS,Local,Crowley,5000.0,Cleared
funding_04846,"Maspeth Chamber of Commerce, Inc.","PO Box 780265 Maspeth, NY 11378",2013,DYCD,Local,Crowley,8000.0,Pending
funding_04847,"Mo Better Jaguars Football, Inc.","32 Court Street Brooklyn, NY 11201",2011,DYCD,Youth,Mealy,5000.0,Pending
funding_04848,Shema Kolainu-Hear Our Voices,"4302 New Utrecht Avenue Brooklyn, NY 11219",2010,DOHMH,Autism Awareness,,47600.0,Pending
funding_04849,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Avenue Brooklyn, NY 11219",2011,DYCD,Youth,Lander,7000.0,Pending
funding_04850,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Avenue Brooklyn, NY 11219",2011,DOHMH,Autism Awareness,,35700.0,Pending
funding_04851,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Ave Brooklyn, NY 11219",2012,DOHMH,Local,Greenfield,7000.0,Cleared
funding_04852,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Ave Brooklyn, NY 11219",2012,DYCD,Youth,Lander,7000.0,Cleared
funding_04853,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Avenue Brooklyn, NY 11219",2012,DOHMH,Autism Awareness,,35700.0,Cleared
funding_04854,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Ave Brooklyn, NY 11219",2013,DOHMH,Local,Greenfield,6000.0,Pending
funding_04855,Shema Kolainu - Hear Our Voices,"4302 New Utrecht Ave Brooklyn, NY 11219",2013,DYCD,Youth,Lander,7000.0,Pending
funding_04856,Legros Cultural Arts,"146-28 225 Street Rosedale, NY 11413",2012,DCA,Local,Ferreras,3500.0,Cleared
funding_04857,Legros Cultural Arts,"146-28 225 Street Rosedale, NY 11413",2013,DCLA,Local,Ferreras,3500.0,Pending
funding_04858,"Legros Cultural Arts, Inc.","146-28 225 Street Rosedale, NY 11413",2013,DCLA,Local,Comrie,3500.0,Pending
